No.,Author,Title,Publication_Type,Start_Year,End_Year,Publication_Type,Source,비고
1,김성종,최후의 증인 - 하,남도출판사,1976,,Book,A,
2,김성종,제5열 - 상,남도출판사,1978,,Book,A,
3,김성종,백색인간 -상,남도출판사,1981,,Book,A,
4,김성종,반역의 벽,남도출판사,1983,,Book,A,
5,김성종,Z의 비밀,명지사,1984,,Book,A,
6,김성종,반역의 벽,남도출판사,1984,,Book,A,
7,김성종,부랑의 강,남도출판사,1984,,Book,A,
8,김성종,최후의 증인 - 상,남도출판사,1984,,Book,A,
9,김성종,피아노 살인,명지사,1985,,Book,A,
10,김성종,국제열차 살인사건 1,추리문학사,1987,,Book,A,
11,김성종,국제열차 살인사건 2,추리문학사,1987,,Book,A,
12,김성종,어느 창녀의 죽음,남도출판사,1987,,Book,A,
13,김성종,형사 오병호,추리문학사,1988,,Book,A,
14,안광수,사형특급,명지사,1989,,Book,A,
15,김성종,서울의 황혼,추리문학사,1989,,Book,A,
16,이수광,금빛 육체의 여자,명지사,1990,,Book,A,
17,김성종,불타는 여인 - 상,추리문학사,1990,,Book,A,
18,김성종,비밀 10+9,명지사,1990,,Book,A,
19,김성종,죽음을 부르는 소녀,수목출판사,1990,,Book,A,
20,김성종,백색인간 -하,남도출판사,1991,,Book,A,
21,김성종,비밀 91+α,명지사,1991,,Book,A,
22,강종필,삼각의 종점,명지사,1991,,Book,A,
23,김성종,비밀 93+г,명지사,1992,,Book,A,
24,김성종,비밀 94+감마,명지사,1992,,Book,A,
25,김성종,슬픈 살인 1,추리문학사,1992,,Book,A,
26,정태원,나의 꿈꾸는 여자,동숭동,1993,,Book,A,
27,백휴,낙원의 저쪽 -상,남도출판사,1993,,Book,A,
28,백휴,낙원의 저쪽 -하,남도출판사,1993,,Book,A,
29,김성종,비밀의 연인 - 하,해냄출판사,1993,,Book,A,
30,이수광,사자의 얼굴,명지사,1993,,Book,A,
31,김성종,제5의 사나이 -상,남도출판사,1993,,Book,A,
32,이상우,도전 추리특급,명지사,1994,,Book,A,
33,김성종,버림받은 여자 -상,수목출판사,1994,,Book,A,
34,김성종,버림받은 여자 -하,추리문학사,1994,,Book,A,
35,강형원,보이지 않는 손,남도출판사,1994,,Book,A,
36,김래성,비밀의 문,명지사,1994,,Book,A,
37,김상헌,살인 FM,명지사,1994,,Book,A,
38,김성종,세 얼굴을 가진 사나이 -상,해난터,1994,,Book,A,
39,김성종,세 얼굴을 가진 사나이 -하,해난터,1994,,Book,A,
40,이경재,세계걸작추리 12선 & One,명지사,1994,,Book,A,
41,"이상우,노원",잃어버린 시간과 카페,명지사,1994,,Book,A,
42,김성종,끝없는 복수 -상,추리문학사,1995,,Book,A,
43,김성종,비련의 화인,해난터,1995,,Book,A,
44,김성종,서울의 만가 -상,해난터,1995,,Book,A,
45,김성종,여자는 죽어야 한다 -상,남도출판사,1995,,Book,A,
46,김성종,여자는 죽어야 한다 -하,남도출판사,1995,,Book,A,
47,고원정,외계인 살인사건 - 상,한뜻,1995,,Book,A,
48,고원정,외계인 살인사건 - 하,한뜻,1995,,Book,A,
49,김성종,죽음의 도시,남도출판사,1995,,Book,A,
50,김성종,가을의 유서 1,해난터,1996,,Book,A,
51,김성종,가을의 유서 2,해난터,1996,,Book,A,
52,김성종,가을의 유서 3,해난터,1996,,Book,A,
53,김성종,가을의 유서 4,해난터,1996,,Book,A,
54,김성종,나는 살고 싶다,추리문학사,1996,,Book,A,
55,백휴,낙원의 저쪽,고려원(고려원미디어),1996,,Book,A,
56,김성종,돌아온 사자,신원문화사,1996,,Book,A,
57,김성종,라인 X -상,남도출판사,1996,,Book,A,
58,김성종,라인 X -하,남도출판사,1996,,Book,A,
59,김성종,미로의 저쪽 -상,명지사,1996,,Book,A,
60,김성종,미로의 저쪽 -하,명지사,1996,,Book,A,
61,김온영,사과전쟁 1,세명문화사,1996,,Book,A,
62,박무정,살인수업,다나기획,1996,,Book,A,
63,이상우,안개도시,명지사,1996,,Book,A,
64,김성종,최후의 증인 1,고려원(고려원미디어),1996,,Book,A,
65,김성종,고독과 굴욕,명지사,1997,,Book,A,
66,황세연,미녀사냥꾼,해난터,1997,,Book,A,
67,김성종,붉은 대지 1,해냄출판사,1997,,Book,A,
68,김성종,붉은 대지 2,해냄출판사,1997,,Book,A,
69,김성종,붉은 대지 3,해냄출판사,1997,,Book,A,
70,김성종,붉은 대지 4,해냄출판사,1997,,Book,A,
71,김성종,붉은 대지 5,해냄출판사,1997,,Book,A,
72,이상우,비밀 10+9,명지사,1997,,Book,A,
73,백휴,사이버 킹,새로운사람들,1997,,Book,A,
74,안정효,실종 - 상,정민미디어,1997,,Book,A,
75,김성종,얼어붙은 시간,추리문학사,1997,,Book,A,
76,김성종,코리언 X파일 -상,추리문학사,1997,,Book,A,
77,김성종,98 올해의 추리소설 실종,신원문화사,1998,,Book,A,
78,김성종,Z의 비밀,초록배매직스,1998,,Book,A,
79,김성종,미로의 저쪽 1,초록배매직스,1998,,Book,A,
80,김성종,미로의 저쪽 2,초록배매직스,1998,,Book,A,
81,김성종,한국 국민에게 고함 1,남도출판사,1998,,Book,A,
82,김성종,한국 국민에게 고함 3,남도출판사,1998,,Book,A,
83,김성종,99 올해의 추리소설 - 아웃사이더,신원문화사,1999,,Book,A,
84,김용상,늑대들의 안식일,나남출판,1999,,Book,A,
85,이민희,무한변론,여백(여백미디어),1999,,Book,A,
86,김용상,백색 미모사의 공포,나남출판,1999,,Book,A,
87,김태수,본능 속의 자유 아메바 1,이오스,1999,,Book,A,
88,안하림,빛 1,은행나무,1999,,Book,A,
89,김용상,살인 비즈니스의 법칙,나남출판,1999,,Book,A,
90,김용상,살인자의 가면무도회,나남출판,1999,,Book,A,
91,최상규,슬픈 만남,초록배매직스,1999,,Book,A,
92,김현서,시바의 칼 -상,새로운사람들,1999,,Book,A,
93,김종원,트랙 제로 1,대나무집,1999,,Book,A,
94,김종원,트랙 제로 2,대나무집,1999,,Book,A,
95,한국추리작가협회,씨오점케이알 살인사건,태동출판사,2000,,Anthology,A,
96,한국추리작가협회,코카인 ... 여인,태동출판사,2000,,Anthology,A,
97,이진우,메멘토모리 1,초록배매직스,2000,,Book,A,
98,김용상,여자,책만드는집,2000,,Book,A,
99,송세현,저주회사 효연철학원 1,너와나미디어,2000,,Book,A,
100,최종철,코스닥 살인,탑프린,2000,,Book,A,
101,이태조,통곡의 산,에스케이문화(서광문화사),2000,,Book,A,
102,최현규,해인의 비밀 1,정신세계사,2000,,Book,A,
103,한국추리작가협회,여고 동창,태동출판사,2001,,Anthology,A,
104,"김성종,서미애,김남,김상헌",오해,태동출판사,2001,,Anthology,A,
105,한상운,무림맹 연쇄 살인사건,시공사,2001,,Book,A,
106,박지영,살인에 대한 충동,프로넷,2001,,Book,A,
107,정건섭,성모 마리아 지옥에 가다 1,개미,2001,,Book,A,
108,이장우,심포니 오브 디스트럭션,초록배매직스,2001,,Book,A,
109,김현서,악마와 식사할 땐 긴 스푼을 써라,실천문학사,2001,,Book,A,
110,하병무,캘린더 2017,밝은세상,2001,,Book,A,
111,김태정,캠프,창해,2001,,Book,A,
112,최경수,해커스랩 1,문이당,2001,,Book,A,
113,김상돈,호수 위로 석양을 보다,태동출판사,2001,,Book,A,
114,한국추리작가협회,미스터리 - 2002.여름,다인미디어,2002,,Anthology,A,
115,한국추리작가협회,예전엔 미쳐서 몰랐어요,태동출판사,2002,,Anthology,A,
116,한국추리작가협회,한국추리문학 걸작선,태동출판사,2002,,Anthology,A,
117,신일하,광화문에 소나무를 심자 1,여울문학,2002,,Book,A,
118,김나경,상속녀 1,호연지기,2002,,Book,A,
119,김재기,알라 할림 1,이론과실천,2002,,Book,A,
120,김경욱,황금사과,문학동네,2002,,Book,A,
121,박연선,"여름, 어디선가 시체가",놀,2002,,Book,K,
122,한국추리작가협회,2003 올해의 추리소설,산다슬,2003,,Anthology,A,
123,한국추리작가협회,계간 미스터리 - 2003.여름호,다인미디어,2003,,Book,A,
124,하유상,꼬리 감추는 여인,책만드는공장,2003,,Book,A,
125,이은,누가 스피노자를 죽였을까,문학수첩,2003,,Book,A,
126,김탁환,방각본 살인 사건 - 상,황금가지,2003,,Book,A,
127,이치은,"유대리는 어디에서, 어디로 사라졌는가?",민음사,2003,,Book,A,
128,김성종,최후의 증인,동서문화동판(동서문화사),2003,,Book,A,
129,정규웅,추리소설의 세계,살림,2003,,Book,A,
130,한국추리작가협회,2004 올해의 추리소설,화남출판사,2004,,Anthology,A,
131,한국추리작가협회,2005 오늘의 추리소설,산다슬,2004,,Anthology,A,
132,황세연,EQ 추리퀴즈 프로젝트,산다슬,2004,,Book,A,
133,황세연,IQ 추리퀴즈 프로젝트,산다슬,2004,,Book,A,
134,한국추리작가협회,계간 미스터리 - 2003.겨울호,다인미디어,2004,,Book,A,
135,하용준,고구려 유기 - 전2권,더프로젝트커뮤니케이션,2004,,Book,A,
136,하용준,고구려 유기 1,더프로젝트커뮤니케이션,2004,,Book,A,
137,김영근,그레이 홀 1,예투,2004,,Book,A,
138,정형,맨해튼의 이방인들 1,화산문화,2004,,Book,A,
139,정형,맨해튼의 이방인들 2,화산문화,2004,,Book,A,
140,이안,블랙 골드 1,자음과모음,2004,,Book,A,
141,조은재,오시리스 살인사건 1,지오북스,2004,,Book,A,
142,김종철,천년전쟁 1,삶과꿈,2004,,Book,A,
143,김성종,피아노 살인,남도출판사,2004,,Book,A,
144,이인화,하비로,해냄출판사,2004,,Book,A,
145,한국추리작가협회,2005 올해의 추리소설,산다슬,2005,,Anthology,A,
146,명화정,Blue Bird,심주출판사,2005,,Book,A,
147,한국추리작가협회,계간 미스터리 2005.여름,산다슬,2005,,Book,A,
148,김성종,고독과 굴욕,SKY미디어(스카이미디어),2005,,Book,A,
149,김탁환,부여현감 귀신체포기 1,이가서,2005,,Book,A,
150,김성종,비밀의 연인 1,SKY미디어(스카이미디어),2005,,Book,A,
151,김성종,세 얼굴을 가진 사나이 1,SKY미디어(스카이미디어),2005,,Book,A,
152,이정빈,악의 농락 1,지성문화사,2005,,Book,A,
153,이정빈,악의 농락 3,지성문화사,2005,,Book,A,
154,김탁환,열녀문의 비밀 -상,황금가지,2005,,Book,A,
155,김탁환,열녀문의 비밀 -하,황금가지,2005,,Book,A,
156,김태훈,이순신의 비본 1,창해,2005,,Book,A,
157,김성종,제3의 정사,SKY미디어(스카이미디어),2005,,Book,A,
158,김성종,최후의 밀서,남도출판사,2005,,Book,A,
159,송대방,헤르메스의 기둥 1,문학동네,2005,,Book,A,
160,"서미애,장세연,황세연,김유철,류성희,김차애,김상윤",2006 오늘의 추리소설,산다슬,2006,,Anthology,A,
161,한국추리작가협회,2006 올해의 추리소설,산다슬,2006,,Anthology,A,
162,최혁곤,B컷,황금가지,2006,,Book,A,
163,김성종,가을의 유서 1,SKY미디어(스카이미디어),2006,,Book,A,
164,한국추리작가협회,계간 미스터리 2006.봄,산다슬,2006,,Book,A,
165,한국추리작가협회,계간 미스터리 2006.여름,산다슬,2006,,Book,A,
166,류성희,나는 사랑을 죽였다,산다슬,2006,,Book,A,
167,서미애,남편을 죽이는 서른 가지 방법,산다슬,2006,,Book,A,
168,정석화,남편을 지독히 사랑하는 여자,산다슬,2006,,Book,A,
169,김성종,봄은 오지 않을 것이다 1,남도출판사,2006,,Book,A,
170,정완주,빌더버그 1,바른지식,2006,,Book,A,
171,이정명,뿌리깊은 나무 세트 - 전2권,밀리언하우스,2006,,Book,A,
172,안하림,사이코패스 1,팬덤,2006,,Book,A,
173,김상현,소설 정약용 살인사건,랜덤하우스코리아,2006,,Book,A,
174,임종욱,소정묘 파일 1,달궁,2006,,Book,A,
175,오세영,원행,예담,2006,,Book,A,
176,김차애,이별의 목적,산다슬,2006,,Book,A,
177,정명섭,적패 1,랜덤하우스코리아,2006,,Book,A,
178,양희찬,주피터의 비밀,홍진북스(중명출판사),2006,,Book,A,
179,김재희,훈민정음 암살사건,랜덤하우스코리아,2006,,Book,A,
180,"강형원,김성종,장세연,최종철,황세연,김상헌,김유철,류성희,이승영,김연,한국추리작가협회",안개 속의 살인,화남출판사,2007,,Anthology,A,
181,이갑재,로맨틱한 초상,랜덤하우스코리아,2007,,Book,A,
182,이은,미술관의 쥐,예담,2007,,Book,A,
183,김탁환,방각본 살인 사건 - 상,민음사,2007,,Book,A,
184,김탁환,방각본 살인 사건 - 하,민음사,2007,,Book,A,
185,김종혁,백그라운드 브리핑,중앙books(중앙북스),2007,,Book,A,
186,고을주,백일몽,연인(연인M&B),2007,,Book,A,
187,김재희,백제 결사단 1,랜덤하우스코리아,2007,,Book,A,
188,김성종,서울의 만가 1,남도출판사,2007,,Book,A,
189,김성종,아름다운 밀회 1,남도출판사,2007,,Book,A,
190,김탁환,열녀문의 비밀 - 하,민음사,2007,,Book,A,
191,김탁환,열하광인 - 상,민음사,2007,,Book,A,
192,이주호,왕의 밀실 1,서울북스,2007,,Book,A,
193,김탁환,조선 명탐정 원작 소설 열녀문의 비밀 세트 - 전2권,민음사,2007,,Book,A,
194,여설하,파시,큰방,2007,,Book,A,
195,이상우,해동 육룡이 날으샤,로크미디어,2007,,Book,A,
196,한국추리작가협회,수양대군 살인사건,화남출판사,2008,,Anthology,A,
197,최성근,22일,노블마인,2008,,Book,A,
198,김명조,끝 그리고 시작,문학수첩,2008,,Book,A,
199,황유석,마지막 해커,두리미디어,2008,,Book,A,
200,김성종,백색인간 1,남도출판사,2008,,Book,A,
201,김성종,백색인간 2,남도출판사,2008,,Book,A,
202,백금남,샤라쿠 김홍도의 비밀,한강수,2008,,Book,A,
203,김성종,안개의 사나이,뿔(웅진),2008,,Book,A,
204,하지은,얼음나무 숲,로크미디어,2008,,Book,A,
205,허수정,왕의 밀사,밀리언하우스,2008,,Book,A,
206,이주호,왕의 밀실 1,서울문화사,2008,,Book,A,
207,이주호,왕의 밀실 2,서울문화사,2008,,Book,A,
208,조완선,외규장각 도서의 비밀 - 전2권,휴먼앤북스(Human&Books),2008,,Book,A,
209,조완선,외규장각 도서의 비밀 1,휴먼앤북스(Human&Books),2008,,Book,A,
210,김성종,제3의 사나이 1,남도출판사,2008,,Book,A,
211,김성종,제3의 사나이 2,남도출판사,2008,,Book,A,
212,"이수광,정윤정,황혜령,양진아",조선과학수사대 별순검,MBC C&I(MBC프로덕션),2008,,Anthology,A,
213,이은,코미디는 끝났다,랜덤하우스코리아,2008,,Book,A,
214,"김유철,김재희,최혁곤,강지영,박지혁,나혁진,류삼,이대환,정명섭,한이",한국 추리 스릴러 단편선 1,황금가지,2008,,Anthology,A,
215,"김내성,민병덕,최근배",마인,정산미디어(구 문화산업연구소),2009,,Anthology,A,
216,한국추리작가협회,살아 있으라,화남출판사,2009,,Anthology,A,
217,"김유철,김재희,최혁곤,강지영,박지혁,이대환,전건우,김주동,박하익,정명섭,한이",한국 추리 스릴러 단편선 2,황금가지,2009,,Anthology,A,
218,신재형,12인 12색,한즈미디어(한스미디어),2009,,Book,A,
219,명화정,Blue Bird 2,심주출판사,2009,,Book,A,
220,한동진,경성탐정록,학산문화사(단행본),2009,,Book,A,
221,임정,뉴라이트,필맥,2009,,Book,A,
222,양희찬,돼지꿈 살인,파랑새미디어,2009,,Book,A,
223,김내성,마인,페이퍼하우스,2009,,Book,A,
224,양희찬,불멸의 제국,파랑새미디어,2009,,Book,A,
225,이치은,비밀 경기자,바벨의도서관,2009,,Book,A,
226,김승업,사건의 구조,좋은땅,2009,,Book,A,
227,김성종,서울의 황혼,바로찬책,2009,,Book,A,
228,이은,수상한 미술관,노블마인,2009,,Book,A,
229,이정명,악의 추억,밀리언하우스,2009,,Book,A,
230,서미애,인형의 정원,노블마인,2009,,Book,A,
231,이수광,잠들지 않는 밤,미루북스,2009,,Book,A,
232,김성종,제5열 1,남도출판사,2009,,Book,A,
233,김성종,제5열 3,남도출판사,2009,,Book,A,
234,허수정,제국의 역습,밀리언하우스,2009,,Book,A,
235,김승업,초콜릿을 좋아하는 여자,좋은땅,2009,,Book,A,
236,신현민,코엘헌트 사건기록부 1,중앙books(중앙북스),2009,,Book,A,
237,김승업,틈,좋은땅,2009,,Book,A,
238,강호진,한 방울의 물을 마르지 않게 하는 법,영림카디널,2009,,Book,A,
239,김재성,호텔 캘리포니아,화남출판사,2009,,Book,A,
240,"장세연,정석화,최종철,류성희,이수광,이대환,김주동,신재형,권경희,손선영,김지아,한국추리작가협회",악마는 꿈꾸지 않는다,화남출판사,2010,,Anthology,A,
241,"김탁환,이영도,이영수(듀나),장은호,최혁곤,문지혁,은림,임태운,구병모,정명섭",오늘의 장르문학,황금가지,2010,,Anthology,A,
242,"한상운,최혁곤,문지혁,박지혁,이대환,전건우,박하익,정명섭,송시우,한이",한국 추리 스릴러 단편선 3,황금가지,2010,,Anthology,A,
243,김근우,"검은 목의 교실, 친구를 부른다",디앤씨미디어(주)(D&C미디어),2010,,Book,A,
244,오트슨,괴담갑 2면,디앤씨미디어(주)(D&C미디어),2010,,Book,A,
245,오트슨,괴담갑 세트 - 전2권,디앤씨미디어(주)(D&C미디어),2010,,Book,A,
246,단이리,기누가와,나남출판,2010,,Book,A,
247,양지현,기억은 잠들지 않는다,노블마인,2010,,Book,A,
248,차무진,김유신의 머리일까?,끌레마,2010,,Book,A,
249,김영진,뉴 서프라이즈,행복한박물관,2010,,Book,A,
250,박경희,돔,다맛,2010,,Book,A,
251,도진기,라 트라비아타의 초상,들녘,2010,,Book,A,
252,허수정,망령들의 귀환,우원북스,2010,,Book,A,
253,설대명,미로X,좋은땅,2010,,Book,A,
254,김성종,미로의 저쪽 1,남도출판사,2010,,Book,A,
255,김성종,미로의 저쪽 2,남도출판사,2010,,Book,A,
256,이우혁,바이퍼케이션 1,해냄출판사,2010,,Book,A,
257,서미애,반가운 살인자,노블마인,2010,,Book,A,
258,이인애,백 1,아름다운사람들,2010,,Book,A,
259,김내성,백사도,페이퍼하우스,2010,,Book,A,
260,박희섭,백악기의 추억,자음과모음,2010,,Book,A,
261,하지은,보이드 씨의 기묘한 저택,디앤씨미디어(주)(D&C미디어),2010,,Book,A,
262,김성종,비련의 화인,바른책,2010,,Book,A,
263,이주호,사도세자 암살 미스터리 3일 1,예담,2010,,Book,A,
264,유현산,살인자의 편지,자음과모음,2010,,Book,A,
265,이서규,악마의 동전,창해,2010,,Book,A,
266,도진기,어둠의 변호사,들녘,2010,,Book,A,
267,김내성,연문기담,페이퍼하우스,2010,,Book,A,
268,"최재훈,이지선",이데아 살인사건,여우볕,2010,,Book,A,
269,이상우,이상우의 미스터리 북,새파란상상(파란미디어),2010,,Book,A,
270,김용심,임금의 나라 백성의 나라 - 상,보리,2010,,Book,A,
271,이선영,천 년의 침묵,김영사,2010,,Book,A,
272,김상현,하이어드 1,시공사,2010,,Book,A,
273,김상현,하이어드 4,시공사,2010,,Book,A,
274,김종일,한국 공포 문학 단편선 5,황금가지,2010,,Book,A,
275,김진명,무궁화 꽃이 피었습니다 세트,새움,2010,,Book,K,
276,"강형원,서미애,이상우,최종철,황세연,김재성,김주동,손선영,설인효,현구,황미영",목련이 피었다,청어람,2011,,Anthology,A,
277,박삼,422 제1권,현상과변화,2011,,Book,A,
278,박삼,422 제3권,현상과변화,2011,,Book,A,
279,김성종,Z의 비밀,바른책,2011,,Book,A,
280,정수현,"그녀가 죽길, 바라다",(주)태일소담출판사,2011,,Book,A,
281,안민정,내가 죽였다,바이람북스,2011,,Book,A,
282,안철환,디깅 아웃,제이앤씨커뮤니티,2011,,Book,A,
283,최장르,루시퍼 인 서울,장르월드,2011,,Book,A,
284,이은,미술관 점거사건,고즈넉이엔티,2011,,Book,A,
285,이상우,밤 무지개,로하스,2011,,Book,A,
286,윤현승,살해하는 운명 카드,새파란상상(파란미디어),2011,,Book,A,
287,조현경,샴페인,예담,2011,,Book,A,
288,이재익,싱크홀,황소북스,2011,,Book,A,
289,이상우,악녀 두 번 살다,로하스,2011,,Book,A,
290,김성종,안개 속에 지다 1,남도출판사,2011,,Book,A,
291,한차현,영광전당포 살인사건,이른아침,2011,,Book,A,
292,유광수,왕의 군대,휴먼앤북스(Human&Books),2011,,Book,A,
293,송수경,위험한 소설,역사의아침(위즈덤하우스),2011,,Book,A,
294,강희진,유령,은행나무,2011,,Book,A,
295,임종욱,이상은 왜? 1,자음과모음,2011,,Book,A,
296,신규호,적막의 도시,청어람,2011,,Book,A,
297,도진기,정신자살,들녘,2011,,Book,A,
298,김영복,정의는 가혹하다,에세이퍼블리싱,2011,,Book,A,
299,손선영,죽어야 사는 남자,청어람,2011,,Book,A,
300,조완선,천년을 훔치다,엘릭시르,2011,,Book,A,
301,한동진,피의 굴레,북홀릭(bookholic),2011,,Book,A,
302,전은황,피크닉,황금소나무,2011,,Book,A,
303,손선영,합작,손안의책,2011,,Book,A,
304,김성종,후쿠오카 살인,뿔(웅진),2011,,Book,A,
305,"강형원,이상우,최종철,황세연,이수광,김재성,김주동,권경희,손선영,송시우,설인효,조동신,김경로,정가일,정혁,홍성호",검사는 무엇으로 사는가,청어람,2012,,Anthology,A,
306,"김유철,이대환,전건우,도진기,정명섭,송시우,이나경,이작,조영주,한이",한국 추리 스릴러 단편선 4,황금가지,2012,,Anthology,A,
307,"강형원,김내성,김성종,서미애,오현리,이상우,이원두,정현웅,황세연,이경재,이가형,방재희,류성희,김차애,김상윤,이수광,노원,권경희,황미영,현재훈,문윤성,현정,한국추리작가협회",한국추리소설 걸작선 1,한즈미디어(한스미디어),2012,,Anthology,A,
308,김재희,경성 탐정 이상,시공사,2012,,Book,A,
309,이상우,김종서는 누가 죽였나,청어람,2012,,Book,A,
310,도진기,나를 아는 남자,시공사,2012,,Book,A,
311,노희준,넘버,민음사,2012,,Book,A,
312,김규봉,브레인 해킹,골든북미디어,2012,,Book,A,
313,도진기,순서의 문제,시공사,2012,,Book,A,
314,김근우,"악연의 순환선, 선로에서 기다린다",디앤씨미디어(주)(D&C미디어),2012,,Book,A,
315,김성종,어느 창녀의 죽음,남도출판사,2012,,Book,A,
316,와일드7,와일드 엔젤,와일드미디어,2012,,Book,A,
317,박하익,종료되었습니다,노블마인,2012,,Book,A,
318,정보라,죽은 자의 꿈,새파란상상(파란미디어),2012,,Book,A,
319,김성종,죽음을 부르는 소녀,바른책,2012,,Book,A,
320,임채영,평면거울,북퀘스트,2012,,Book,A,
321,이봉원,피카소 파일,얄라성,2012,,Book,A,
322,박치형,행운흥신소 사건일지,푸른여름,2012,,Book,A,
323,윤해환,홈즈가 보낸 편지,노블마인,2012,,Book,A,
324,"이상우,최종철,한수경,김재성,김주동,권경희,조동신,홍성호,김경수,김범석,성성명,양시명",지옥문을 여는 방법,청어람,2013,,Anthology,A,
325,최혁곤,B파일,황금가지,2013,,Book,A,
326,장용민,궁극의 아이,엘릭시르,2013,,Book,A,
327,최용석,뉴욕 커넥션,공감의기쁨,2013,,Book,A,
328,김유철,레드,황금가지,2013,,Book,A,
329,최종태,모베상,시그널북스,2013,,Book,A,
330,윤고은,밤의 여행자들,민음사,2013,,Book,A,
331,나혁진,브라더,북퀘스트,2013,,Book,A,
332,김혜진,사이코메트리,가연,2013,,Book,A,
333,김서진,선량한 시민,나무옆의자,2013,,Book,A,
334,박하익,선암여고 탐정단 : 방과 후의 미스터리,황금가지,2013,,Book,A,
335,박하익,선암여고 탐정단 : 방과 후의 미스터리 + 탐정은 연애 금지 - 전2권,황금가지,2013,,Book,A,
336,손선영,세종특별수사대 시아이애이,한즈미디어(한스미디어),2013,,Book,A,
337,박태준,스마일 스컬,북캐슬,2013,,Book,A,
338,윤주,아름다운 상실,새미,2013,,Book,A,
339,김성종,얼어붙은 시간,바른책,2013,,Book,A,
340,황희,얼음 폭풍,손안의책,2013,,Book,A,
341,엄상익,여대생 살해사건,조갑제닷컴,2013,,Book,A,
342,이상우,이상우와 함께 미스터리 완전 돌파,지만지(지식을만드는지식),2013,,Book,A,
343,정건섭,인간병기 흙피리,연인(연인M&B),2013,,Book,A,
344,"정명섭,최혁곤",조선의 명탐정들,황금가지,2013,,Book,A,
345,윤해환,트위터 탐정 설록수,씨엘북스,2013,,Book,A,
346,김성종,피아노 살인,남도출판사,2013,,Book,A,
347,김비은,후견인,코리아닷컴(Korea.com),2013,,Book,A,
348,"이상우,장근양,김재희,이수광,김재성,김주동,조나단,조동신,김범석,성성명,반대인,양시명",잃어버린 밤,청어람,2014,,Anthology,A,
349,조광우,19호,아르테미스,2014,,Book,A,
350,김서진,2월 30일생,나무옆의자,2014,,Book,A,
351,윤혜연,Here I am,부크크(bookk),2014,,Book,A,
352,이승욱,나에게 잡히지 말아라,BG북갤러리,2014,,Book,A,
353,송시우,라일락 붉게 피던 집,시공사,2014,,Book,A,
354,보르자,메멘토 모리,데이즈엔터(주),2014,,Book,A,
355,하지은,보이드 씨의 기묘한 저택,학산문화사(단행본),2014,,Book,A,
356,장용민,불로의 인형,엘릭시르,2014,,Book,A,
357,장용민,불로의 인형 + 궁극의 아이 - 전2권,엘릭시르,2014,,Book,A,
358,김성종,불타는 여인 - 상,남도출판사,2014,,Book,A,
359,김성종,불타는 여인 - 하,남도출판사,2014,,Book,A,
360,조완선,비취록,북폴리오,2014,,Book,A,
361,오일구,색채처방소 1,코치커뮤니케이션,2014,,Book,A,
362,오일구,색채처방소 2,코치커뮤니케이션,2014,,Book,A,
363,박하익,선암여고 탐정단 : 탐정은 연애 금지,황금가지,2014,,Book,A,
364,김재희,"섬, 짓하다",시공사,2014,,Book,A,
365,조동인,세종 인육 비사,미래지향,2014,,Book,A,
366,반시연,습도 8페이지,데이즈엔터(주),2014,,Book,A,
367,윤자영,십자도 시나리오,좋은땅,2014,,Book,A,
368,문필연,아이들이 있었다,북스피어,2014,,Book,A,
369,이재찬,안젤라 신드롬,네오북스,2014,,Book,A,
370,도진기,유다의 별 - 전2권,황금가지,2014,,Book,A,
371,도진기,유다의 별 1,황금가지,2014,,Book,A,
372,도진기,유다의 별 2,황금가지,2014,,Book,A,
373,정연,유랑화사 1,데이즈엔터(주),2014,,Book,A,
374,반시연,유령의 노래,데이즈엔터(주),2014,,Book,A,
375,손선영,이웃집 두 남자가 수상하다,한즈미디어(한스미디어),2014,,Book,A,
376,안치우,재림,황금가지,2014,,Book,A,
377,김범영,저승에서 온 미녀,북랩,2014,,Book,A,
378,정석화,춤추는 집 1,네오북스,2014,,Book,A,
379,성우창,해후의 도시,에픽로그,2014,,Book,A,
380,반시연,흐리거나 비 아니면 호우 1,데이즈엔터(주),2014,,Book,A,
381,반시연,흐리거나 비 아니면 호우 2,데이즈엔터(주),2014,,Book,A,
382,"김범석,이상우,양시명,장우석,이승영,장우석,최종철,김성종,황미영,조동신,곽재동,반대인,공민철,이윤돌,한국추리작가협회","1973년 여름, 베를린의 안개",청어람,2015,,Anthology,A,
383,"전건우,김주동,박하익,도진기,송시우,조동신,정해연,이경민,신원섭",한국 추리 스릴러 단편선 5,황금가지,2015,,Anthology,A,
384,도진기,가족의 탄생,시공사,2015,,Book,A,
385,김이수,가토의 검,나무옆의자,2015,,Book,A,
386,김은정,거짓말 퍼즐,테라스북(Terrace Book),2015,,Book,A,
387,김재성,경성 좀비 탐정록,홈즈,2015,,Book,A,
388,정민우,노티스 Notice,향지,2015,,Book,A,
389,하지은,눈사자와 여름,새파란상상(파란미디어),2015,,Book,A,
390,송시우,달리는 조사관,시공사,2015,,Book,A,
391,김성종,달맞이언덕의 안개,새움,2015,,Book,A,
392,김내성,마인,새움,2015,,Book,A,
393,정명섭,명탐정의 탄생,북멘토(도서출판),2015,,Book,A,
394,김탁환,목격자들 1,민음사,2015,,Book,A,
395,김탁환,목격자들 2,민음사,2015,,Book,A,
396,김탁환,방각본 살인 사건 1,민음사,2015,,Book,A,
397,김탁환,방각본 살인 사건 2,민음사,2015,,Book,A,
